2017-11-16 11:36
Processing data2/p6_0.5_3_20_q1.model
Processing data2/p6_0.5_3_30_q1.model
Processing data2/p6_0.5_3_40_q1.model
Processing data2/p7_0.1_3_20_q1.model
Processing data2/p7_0.1_3_30_q1.model
Processing data2/p7_0.1_3_40_q1.model
Processing data2/p7_0.2_3_20_q1.model
Processing data2/p7_0.2_3_30_q1.model
Processing data2/p7_0.2_3_40_q1.model
Processing data2/p7_0.3_3_20_q1.model
Processing data2/p7_0.3_3_30_q1.model
Processing data2/p7_0.3_3_40_q1.model
Processing data2/p7_0.4_3_20_q1.model
Processing data2/p7_0.4_3_30_q1.model
Processing data2/p7_0.4_3_40_q1.model
Processing data2/p7_0.5_3_20_q1.model
Processing data2/p7_0.5_3_30_q1.model
Processing data2/p7_0.5_3_40_q1.model
Processing data2/p8_0.1_3_20_q1.model
Processing data2/p8_0.1_3_30_q1.model
Processing data2/p8_0.1_3_40_q1.model
Processing data2/p8_0.2_3_20_q1.model
Processing data2/p8_0.2_3_30_q1.model
Processing data2/p8_0.2_3_40_q1.model
Processing data2/p8_0.3_3_20_q1.model
Processing data2/p8_0.3_3_30_q1.model
Processing data2/p8_0.3_3_40_q1.model
Processing data2/p8_0.4_3_20_q1.model
Processing data2/p8_0.4_3_30_q1.model
Processing data2/p8_0.4_3_40_q1.model
Processing data2/p8_0.5_3_20_q1.model
Processing data2/p8_0.5_3_30_q1.model
Processing data2/p8_0.5_3_40_q1.model
Processing data2/p9_0.1_3_20_q1.model
Processing data2/p9_0.1_3_30_q1.model
Processing data2/p9_0.1_3_40_q1.model
Processing data2/p9_0.2_3_20_q1.model
Processing data2/p9_0.2_3_30_q1.model
Processing data2/p9_0.2_3_40_q1.model
Processing data2/p9_0.3_3_20_q1.model
Processing data2/p9_0.3_3_30_q1.model
Processing data2/p9_0.3_3_40_q1.model
Processing data2/p9_0.4_3_20_q1.model
Processing data2/p9_0.4_3_30_q1.model
Processing data2/p9_0.4_3_40_q1.model
Processing data2/p9_0.5_3_20_q1.model
Processing data2/p9_0.5_3_30_q1.model
Processing data2/p9_0.5_3_40_q1.model
Processing data2/p10_0.1_3_20_q1.model
Processing data2/p10_0.1_3_30_q1.model
Processing data2/p10_0.1_3_40_q1.model
Processing data2/p10_0.2_3_20_q1.model
Processing data2/p10_0.2_3_30_q1.model
Processing data2/p10_0.2_3_40_q1.model
Processing data2/p10_0.3_3_20_q1.model
Processing data2/p10_0.3_3_30_q1.model
Processing data2/p10_0.3_3_40_q1.model
Processing data2/p10_0.4_3_20_q1.model
Processing data2/p10_0.4_3_30_q1.model
Processing data2/p10_0.4_3_40_q1.model
Processing data2/p10_0.5_3_20_q1.model
Processing data2/p10_0.5_3_30_q1.model
Processing data2/p10_0.5_3_40_q1.model
Processing data2/p11_0.1_3_20_q1.model
Processing data2/p11_0.1_3_30_q1.model
Processing data2/p11_0.1_3_40_q1.model
Processing data2/p11_0.2_3_20_q1.model
Processing data2/p11_0.2_3_30_q1.model
Processing data2/p11_0.2_3_40_q1.model
Processing data2/p11_0.3_3_20_q1.model
Processing data2/p11_0.3_3_30_q1.model
Processing data2/p11_0.3_3_40_q1.model
Processing data2/p11_0.4_3_20_q1.model
Processing data2/p11_0.4_3_30_q1.model
Processing data2/p11_0.4_3_40_q1.model
Processing data2/p11_0.5_3_20_q1.model
Processing data2/p11_0.5_3_30_q1.model
Processing data2/p11_0.5_3_40_q1.model
Processing data2/p12_0.1_3_20_q1.model
Processing data2/p12_0.1_3_30_q1.model
Processing data2/p12_0.1_3_40_q1.model
Processing data2/p12_0.2_3_20_q1.model
Processing data2/p12_0.2_3_30_q1.model
Processing data2/p12_0.2_3_40_q1.model
Processing data2/p12_0.3_3_20_q1.model
Processing data2/p12_0.3_3_30_q1.model
Processing data2/p12_0.3_3_40_q1.model
Processing data2/p12_0.4_3_20_q1.model
Processing data2/p12_0.4_3_30_q1.model
Processing data2/p12_0.4_3_40_q1.model
Processing data2/p12_0.5_3_20_q1.model
Processing data2/p12_0.5_3_30_q1.model
Processing data2/p12_0.5_3_40_q1.model
Processing data2/p13_0.1_3_20_q1.model
Processing data2/p13_0.1_3_30_q1.model
Processing data2/p13_0.1_3_40_q1.model
Processing data2/p13_0.2_3_20_q1.model
Processing data2/p13_0.2_3_30_q1.model
Processing data2/p13_0.2_3_40_q1.model
Processing data2/p13_0.3_3_20_q1.model
Processing data2/p13_0.3_3_30_q1.model
Processing data2/p13_0.3_3_40_q1.model
Processing data2/p13_0.4_3_20_q1.model
Processing data2/p13_0.4_3_30_q1.model
Processing data2/p13_0.4_3_40_q1.model
Processing data2/p13_0.5_3_20_q1.model
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
srun: got SIGCONT
slurmstepd-zx81: error: *** JOB 25607 ON zx81 CANCELLED AT 2017-11-17T13:46:57 ***
srun: forcing job termination
slurmstepd-zx81: error: *** STEP 25607.0 ON zx81 CANCELLED AT 2017-11-17T13:46:57 ***
Processing data2/p13_0.5_3_30_q1.model
